team,extra_point,extra_point_def,field_goal,field_goal_def,kickoff,kickoff_def,punt,punt_def,pass,pass_def,run,run_def,qb_kneel,qb_kneel_def,special_teams,total_offense,total_defense,total
WAS,-0.03050040267407894,0.03237900795305476,-0.2780294013373992,0.7531131177264101,2.534733324782813,-1.770766831156524,-0.7217774844673626,0.6058561334276901,2.17624897631707,3.4202801947071055,-5.376779165425722,1.3306044692652956,-0.03201765049906338,0.07570284745272468,1.1250074642546037,-3.200530189108652,4.750884663972402,2.6753619391183534
PHI,0.03393796703312546,0.06347638671286404,-0.7222706924658269,0.6167234082706272,1.8290943919098936,-2.2154826727870387,-1.3148535068612546,0.048429279314586904,0.14340735272853644,0.2524086672245175,1.235263487388147,2.4227874207834246,-0.21842254102230071,0.022385315969586372,-1.660945438873023,1.3786708401166834,2.675196088007942,2.392921489251602
TEN,0.02778220904224059,0.08274367747499663,0.5654353260555688,0.8649187491220587,1.3533478357575779,-1.58279145900434,0.2438450040323112,-0.010868740454316144,-0.3765742659979665,3.8924131883554813,-3.766685519427719,1.0268169701208962,-0.12328751727062114,0.025482594966888428,1.5444126020260978,-4.143259785425686,4.919230158476378,2.3203829750767895
TB,0.03189678895561134,0.022282289121957385,-0.022998720056870425,0.1574026380391682,1.0035998206969132,-1.248781256974839,-0.4086089019170579,0.1489180425291552,0.11169353807687432,1.4948689887957536,-2.0843167646911325,2.978646512663759,-0.06307590463582208,0.06727433818228104,-0.31628929960596197,-1.972623226614258,4.473515501459513,2.184602975239293
MIN,-0.02842968888580799,-0.028454903746023774,-0.40792256593704224,-0.4359310876112431,1.9243183159909676,-1.391436397645157,-0.9662798126111739,0.114432047290029,-2.4634035218303323,-1.5281134885939538,0.31005642609088685,5.754588878533104,-0.014988057315349579,0.0,-1.2197040931554515,-2.1533470957394454,4.22647538993915,0.8534242010442532
CIN,-0.0239966600202024,-0.0427690171636641,0.15539043205790223,-0.28895203734282404,1.8219597816030728,-2.7012471186113545,-0.9322812333120964,0.6705528656952083,3.3194077673484568,-2.3035021470630452,-1.818685757520143,2.8650978729419876,-0.023556098248809575,0.15539262406527996,-1.3413429870939582,1.5007220098283138,0.5615957258789424,0.720974748613298
CHI,0.034177961642853916,0.05796191387344152,0.23997283563949168,0.6202356594149023,3.5393824755446985,-2.197459466892178,-0.004316937614930794,2.631191785959527,-3.6966361809347292,0.9971971525344998,-4.310760119759652,2.3468874592021165,-0.15278535410761834,0.011902577430009843,4.921146227567807,-8.007396300694381,3.3440846117366165,0.2578345386100418
ARI,5.256668664515001e-05,-0.04312980871181935,-0.7084646113216877,0.062266441993415356,2.1630999768909533,-1.4150228789047106,-2.169936194131151,1.3201846227399074,1.0135002079041442,-1.0828043481538772,-2.055521003974718,3.1691209683893247,-0.08003157377243042,0.031898653320968154,-0.7909498847584473,-1.0420207960705739,2.0863166202354475,0.25334593940642636
HOU,0.05686152174603194,0.014365820703096688,0.3278100422117859,-0.09614965878427029,2.4712114843627204,-1.052106565662689,0.5361770344665274,0.04339936630567534,-0.6579814577387879,-1.9453262595234264,-0.9649251563008874,-0.055197419994510576,-0.03998499792069196,0.011667957156896593,2.3015690453488786,-1.6229066140396753,-2.000523679517937,-1.3218612482087333
NO,0.03996085422113538,-0.03836547490209341,-0.680833886563778,-0.007244718167930819,1.2848572433518712,-1.5435735239181667,-1.2233681207988412,0.16724803398537916,2.441079519072082,-3.463231898302911,-1.4930273609890719,2.8246635679155587,-0.04399222452193499,0.04463158771395684,-2.001319592792424,0.9480521580830101,-0.6385683303873524,-1.6918357650967664
BUF,0.025257293600589037,-0.03140381793491542,0.2542112896218896,-0.30525604682043195,2.669924049312249,-2.1846820844570174,0.39643473000032825,1.1672905962914228,-2.909010830601619,-2.4781529432657408,-2.1520098928827793,2.4087332234747008,-0.0383529837243259,-0.027965736109763384,1.9917760096141142,-5.061020723484399,-0.06941971979104,-3.1386644336613245
DEN,0.03133378818165511,-0.039710907486733046,-0.005362861230969435,-0.14589175656437875,0.2860627412155737,-2.2439330185996367,-0.5357177196885459,-0.3331393025116995,3.598058169711294,-2.890454855153803,-1.2173367569223048,-0.13180873857927497,0.0,0.1466616839170456,-2.9863590366847346,2.380721412788989,-3.022263593733078,-3.6279012176288234
BAL,0.023348964750766754,0.0918848835863173,-0.29935491271317005,0.06529537602327766,1.319562109047547,-1.8611325374266017,-0.8334200419718399,-0.2783782186641474,-3.7274145083647454,-1.5222276674729074,-2.6929931551683692,3.432783726789057,-0.05271017923951149,0.04251689482480288,-1.7721943773678503,-6.420407663533115,1.9105560593161497,-6.282045981584815
CAR,0.02936380512546748,-0.03550045192241669,-0.016772909043356765,-0.13051377939991654,0.8064376164344139,-2.0348650135449136,-0.5248769518104383,0.08432330074720085,-3.106342961580958,-0.7220280618581455,-3.5766422757413237,2.836971431951679,-0.03661180408671498,0.03465246446430684,-1.8224043834139594,-6.682985237322281,2.1149433700935334,-6.390446250642707
KC,0.020170697243884206,-0.0320810170378536,-0.965448836563155,-0.22693458148278295,1.3564422006718815,-1.382837218377972,-0.2908174626645632,-0.9671823950717225,-3.2624926084186883,1.6165016047249081,-3.2657920937257585,0.9723556141776498,-0.12997628077864648,0.2702666324563324,-2.488688613282284,-6.528284702144447,2.588857218902558,-6.428116096524173
LV,0.02924932981841266,-0.04490008461289108,-0.07881484646350145,0.8899871796369553,2.034884898702148,-1.6531616643420421,0.0209710149210878,-1.0968575301812962,-3.3200814514886585,0.6614034050930059,-2.956068842895911,-1.2048658468294888,-0.07781681604683399,0.14188854824751615,0.10135829747887293,-6.2761502943845695,-0.543462441736483,-6.718254438642179
DET,-0.002881493838503957,-0.04682046140078455,-0.04233787301927805,1.3603405731730163,1.6708192177058665,-2.9340321646770464,-1.0206073253182695,0.2999632147984812,-2.1574747085178387,-4.229669688898138,-2.08980882493197,1.5194072975107702,0.0,0.03183742184191943,-0.7155563125765185,-4.247283533449808,-2.710262391387368,-7.673102237413695
ATL,0.0270602242089808,-0.04814680619165301,-0.9552261689677835,-0.5507725009229034,1.7874043052142952,-1.2159621595870704,-0.34796103194821626,1.268403867102461,-4.109574114021961,-1.9500508375407664,-3.413383022899507,1.3731412296532652,-0.08094401471316814,0.031674661207944155,-0.03520027109188972,-7.522957136921468,-0.5769096078875011,-8.135067015900859
NYJ,-0.0399368186481297,-0.03457442857325077,-0.3358979925978929,-0.6269323899876327,3.1376136935083196,-2.148427573166555,-0.5183345748111605,0.8799773894716054,-3.234349269658196,-2.285767943778774,-2.4496952492336277,-0.7936780438001734,-0.06305952649563551,0.13360973745584487,0.3134873051953033,-5.684044518891824,-3.0794459875789473,-8.450003201275466
SF,0.028531526448205113,0.025131687754765153,0.2334034822881222,-0.47378862858749926,2.6408764210762454,-0.901656748613459,0.9040329828334506,0.80864762707497,-10.31675182725885,-0.6848595167975873,-3.458944212138886,1.6557221960596507,-0.063964675180614,0.1499789605033584,3.2651783502748004,-13.775696039397737,0.9708626792620634,-9.539655009860873
LA,0.022514492855407298,-0.04266266459599137,-0.595444870647043,-0.07633164036087695,1.8009591645153704,-2.7926756951957943,-0.16013613773393445,0.1395851918961853,-4.10093106594577,-1.7306211522751256,-3.704703179554781,1.1612262731519878,-0.011211767792701721,0.1074331940850243,-1.704192159266677,-7.805634245500551,-0.5693948791231378,-10.079221283890366
MIA,0.0244496944360435,-0.04389722761698067,0.42868676222860813,-0.24310905942693353,2.1969740219268714,-3.2454274116433224,-0.2630567456333665,0.029499100148677813,-3.695814386800339,-3.898756806075107,-1.7773228062287671,-1.1262148690089817,0.0,0.171724006626755,-1.1158808655804024,-5.473137193029106,-5.024971675084089,-11.613989733693598
